,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,1314.394992615349,1346.5143956004238,5615625372.276867,1321.2249909723973,0.4704365633763893,21286.337727617836,183.50883156391612,2.3311482841898536
