,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,156.3249664532869,189.46782359614403,3308439.505052928,157.7796864026509,0.6732638081466786,1925.5000002630522,24.79859514441028,39.232657690564764
