,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,363.4404681994813,395.9738015328146,1155449963.1373305,366.42766502014325,0.7683114716061383,0.02612466731019443,43.157914434401924,431.9239999599648
