,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-133.02281692631968,-100.90341394124505,10.441556503404662,-126.19281856927151,0.6589852819448825,-0.17997747717011472,1.5785707275325598,1.068688662674808
