,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,243.50677214861432,276.64962929147146,4729747532.214433,244.96149209797832,0.7189580849153101,147661.3660792849,48.01474048764369,1.6637392412199012
