,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,132.28938135818046,166.95604802484712,57403406.80042927,132.52770598321996,0.2964427875080925,6593.316292930499,115.43713975954988,3.081143167996247
