,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,178.33218697422006,211.4750441170772,20705754.835470993,179.78690692358407,0.33046642780127145,2.1692288035986858,-27.481662338708162,2511.258501547447
