,ID,starter,input,condition
0,1,1.7558748556724915,3.1950689964685903,wt
1,5,2.0569048513364727,3.782329268996837,wt
2,6,2.1522883443830563,3.550717423469283,wt
3,7,2.2671717284030137,3.7965743332104296,wt
4,8,2.27415784926368,3.717337582723864,wt
5,9,2.2810333672477277,3.8284665473526784,wt
6,11,2.3636119798921444,3.935406489752349,wt
