,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,Thal_noLGd,407.5275778086147,439.8754038955712,47321492.92803619,411.5241913391403,0.6421027072040155,7785.315251015256,363.45967697633466,0.6805605826377458
