,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,LP,387.54414551496177,419.89197160191827,23179553.553643864,391.5407590454874,0.6114963270144307,1834917334607.0833,23.957692844158466,3.6326139897519667,5821.882095613049,3397980.3669872466
