,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,Thal,408.0289723734639,440.3767984604204,48176508.99360043,412.0255859039895,0.7234131766913352,1.200981593850779e+16,35.94303347476255,4.723880877912468,17455.730862948883,215810844.3095835
