,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,AM,302.3849533091412,334.7327793960977,1107240.4691515318,306.38156683966685,0.5176470197653138,3041745.653300706,8.216824894636753,1.3436492038263155,601.5358299421412,2836.3829064048296
