,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,CLA,306.14376135753844,338.49158744449494,1266318.663145541,310.14037488806406,0.5893264341869521,1251443354.5042114,15.479450398595864,2.541224858540616,939.5867699696611,164582.7311312594
