,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,Thal_noLGd,407.6903345105564,440.0381605975129,47597361.4314206,411.686948041082,0.6399823099777053,87844070161.68758,19.34936013162498,3.177362864348492,6783.824489919919,439864.0668740006
