,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,VISam,354.2770359526721,386.6248620396286,7065045.963716447,358.27364948319774,0.47717400899777473,-0.0012489509173604098,2.6646644927677734,281.24730631362
