,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,input,537.5766220377881,569.9244481247446,4922507384.691204,541.5732355683136,0.7433614537199822,335015834458.18854,16.937044541737073,2.745439310628255,92989.13724214418,305760.4140102179
