,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,RSP,458.8328688753739,491.1806949623304,295685506.6750757,462.8294824058995,0.5657992119862083,65037167.13261704,8.372628611988938,1.2948874968581845,10709.059234687993,3540.2512738817113
