,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,LGd,334.1641629675285,366.511989054485,3444720.0195438424,338.16077649805413,0.56565815183798,47455670.73960347,95594713378029.33,0.41826698254476
