,area,AIC,AICc,Chi2,BIC,R2,amplitude,exponent
0,Thal_noLGd,406.7275528678216,424.9775528678216,49393598.972728655,409.39196188817203,0.6264794279086102,474.790447625272,0.3441010098967064
