,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,AUD,369.85858637639035,402.20641246334685,12325169.417221183,373.85519990691597,0.8186259708760701,93274.26861613906,198722.53413056233,0.6180705170915988
