,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,LD,316.93238100038855,349.28020708734505,1861573.0294760633,320.92899453091417,0.7157106215063078,2039.0552415605214,392.5790555305611,0.5704830419332615
