,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,CLA,305.02559344258214,337.37341952953864,1216745.2091435743,309.02220697310776,0.6075174064311912,636.42821838134,184.489703372457,3.6093485903457454
