,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,RSPd,400.9142420308517,433.2620681178082,37366479.210951425,404.91085556137733,0.5694873359063222,3740.067283250915,192.40213450030618,2.357941636765959
