,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,PTLp,360.2195962081918,392.5674222951483,8735488.066064637,364.2162097387174,0.6988289763912925,1.5078929276665417e+40,101.08029768998743,7.689551550937818,68313627.04127379,1.4162005840392115e+22
