,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,RSP,458.459171648915,490.8069977358715,291765408.1219143,462.4557851794406,0.5761340912660374,10346.973982791345,178.9500199451075,2.7482221338438158
