,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,ACA,382.31398202972287,414.66180811667937,19230143.554415453,386.3105955602485,0.4761366374894581,-0.0011816990562682026,3.292173544298903,265.8071626569556
