,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,ACA,378.5154597345483,410.8632858215048,16790571.592868496,382.5120732650739,0.5426317665315307,50423796.23484609,9.94411154976175,1.64538252658549,2272.4018150501397,9444.011573954564
