,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,PTLp,360.0362298098769,392.3840558968334,8678468.012588428,364.0328433404025,0.7007072447311974,155228542.88478893,107567578493.52423,0.6060563969876579
