,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,VIS,466.78908299838304,499.13690908533954,392857486.5419183,470.78569652890866,0.7766209041690254,300319603936.76086,18.15467481094209,2.8674784577573624,33265.73084230507,601553.7799786576
