,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,AUD,369.8169137933532,402.1647398803097,12306839.43071023,373.8135273238788,0.8188699885012448,1.4016448086580474e+26,60.63802608055249,5.82951878472028,1062998.6521832568,360484317880443.8
