,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,LGd,334.4676756921027,366.8155017790592,3482262.9999600407,338.46428922262834,0.5613315825210092,1.0348107455935535e+45,129.8580208112597,9.34837590943062,1680247.7976277599,1.6708007760260963e+23
