,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,Dist_ctx,456.95907932282114,489.30690540977764,276545497.84598595,460.95569285334676,0.7446690513084475,1247432256554487.5,28.79996587725299,3.8628171285253634,69580.56502260773,100595413.00923291
