,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,VISpm,381.9638502260687,414.3116763130252,18991173.477795757,385.9604637565943,0.4979968603417526,2247.9051962673707,228.15070184289848,4.1770771841241405
