,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,TEa,345.16056010955185,377.50838619650835,5101686.130844552,349.1571736400775,0.7376986489446422,3842358582.74644,15.163450218198392,2.409458218892168,3011.838640729855,197094.9762164005
