,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,LP,387.3973969795506,419.7452230665071,23058386.866050325,391.3940105100762,0.613581323494663,5881.394212355349,656.2962447088222,0.6412197935424417
