,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,VISal,336.1395061552726,368.4873322422291,3696515.4314355836,340.13611968579823,0.6702769859260312,-0.00012063850770844429,1.2004046132378539,281.5940478178171
