,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,ORB,384.43727684408753,416.78510293104404,20745118.839568265,388.43389037461316,0.4143730251449613,-0.0012880453999886993,3.2922496858874783,416.92563012924535
