,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,AM,301.7759315213511,334.1237576083076,1083417.1544008476,305.7725450518767,0.5336014695935783,563.0001062444795,138.3284670467917,3.7499239484355686
