,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,RSPagl,381.13386429142486,413.48169037838136,18436492.02212171,385.1304778219505,0.5682860839468136,2443.0133719412843,188.56715115330178,3.355505761940368
