,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,MOs,331.60466922436814,363.95249531132464,3143799.6211202648,335.60128275489376,0.7727275132172262,4.590049615956231e+41,90.72812278046558,6.667476826215073,48907688264.85506,3.2019893923973884e+23
