,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,Dist_ctx,457.1198642652701,489.4676903522266,278138078.59329665,461.11647779579573,0.7432738547679922,55017.17874165276,5756.670565402635,0.6331988924529665
