,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,LP,389.30262017645657,421.6504462634131,24681975.594357725,393.2992337069822,0.586234460271112,-0.0017882423818827433,4.815299353063475,665.1592148728939
