,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,537.301995517013,569.6498216039695,4874462986.143192,541.2986090475385,0.7461164347250614,90318.06791358191,420.97376711866787,0.9132809473398507
