,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,RSPd,403.48963681337483,435.83746290033133,40966407.83711749,407.48625034390045,0.5191020773217335,-0.00246489823451596,6.011687791654317,567.9032384157848
