,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,VISam,352.01392936304035,384.36175544999685,6516479.568306031,356.01054289356597,0.5226942447663756,9378879.39024226,8.445561891413714,1.3631031321777374,1493.2820285755008,3467.689208083094
