,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,RSPagl,381.2499849350482,413.5978110220047,18513109.97598138,385.2465984655738,0.5624584855076413,9383910.946295518,7.7700751442084375,1.104324670076787,2633.3866608592093,2377.126170107313
