,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,VISal,334.15753919567413,366.50536528263063,3443905.2216549995,338.15415272619975,0.6930354727415645,3.940016849041771e+38,102.84438704867574,8.010464415621732,3645901.7615778064,7.820481428313948e+20
