,area,AIC,AICc,Chi2,BIC,R2,amplitude,exponent
0,Dist_ctx,455.2159937526751,473.4659937526751,279094622.18751955,457.88040277302554,0.7425289001456892,360.6823960761062,0.5241202133238898
