,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,541.6571333480922,574.0049594350487,5694783489.433951,545.6537468786178,0.7027529028582338,-0.02755101490365254,84.09364170866854,9351.985373295169
