,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,VISl,357.38011710070293,389.72794318765943,7893059.655032757,361.37673063122855,0.6834536770699472,60525404016.13589,19.41192338029176,3.0886643316305413,3420.8763361202077,735279.7161635644
