,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,PTLp,361.01836577647947,393.366191863436,8988278.156369917,365.0149793070051,0.6898477156100734,4.7689253078970416e-05,1.5731583835685674,356.6062640381262
