,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,MOs,331.3418333562491,363.6896594432056,3114426.865526466,335.3384468867747,0.7747005077353488,560537291.5929697,1937353183.2792149,0.8955387154725822
