,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma,height,fwhm
0,ORB,381.2653575885513,413.6131836755078,18523276.896125864,385.2619711190769,0.4772050788816482,195503183.67413262,11.940548410586194,2.115107681738194,2251.461424532474,20959.010325660038
