,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-26.534950473536377,9.465049526463623,0.06707526589103936,-26.697220026370438,0.8158794548649061,-0.7612727423235934,4.195808843788272,-1.8009267036171377
