density,density_real,seed,kept1,kept2,kept3,kept4,kept5,kept6,kept7,kept8,kept9,kept10
10.0,0.0,29.011491975882016,0.11501427228080356,0.28751108893854205,0.47108192686430017,0.5617289327953421,0.6444009041369552,0.7211102550927979,0.8412952976082642,0.9614803401237305,1.0816653826391966,1.2018504251546633
10.4,0.0,29.011491975882016,0.11501427228080356,0.28751108893854205,0.47108192686430017,0.5617289327953421,0.6444009041369552,0.7211102550927979,0.8412952976082642,0.9614803401237305,1.0816653826391966,1.2018504251546633
10.816,0.0,29.011491975882016,0.11501427228080356,0.28751108893854205,0.47108192686430017,0.5617289327953421,0.6444009041369552,0.7211102550927979,0.8412952976082642,0.9614803401237305,1.0816653826391966,1.2018504251546633
11.248640000000002,0.0,29.011491975882016,0.11077669015362591,0.2838620749633015,0.4522587106927245,0.566699811938522,0.6277789043795903,0.7099380402801462,0.8282610469935039,0.9465840537068615,1.0649070604202193,1.183230067133577
11.698585600000001,0.0,29.011491975882016,0.11077669015362591,0.2838620749633015,0.4522587106927245,0.566699811938522,0.6277789043795903,0.7099380402801462,0.8282610469935039,0.9465840537068615,1.0649070604202193,1.183230067133577
12.166529024,0.0,29.011491975882016,0.10750460016780236,0.2718354291867917,0.4349837451972874,0.5512459105263765,0.5933335934248285,0.6604826823902149,0.770563129455251,0.8806435765202867,0.9907240235853225,1.1008044706503588
12.653190184960003,0.0,29.011491975882016,0.10750460016780236,0.2718354291867917,0.4349837451972874,0.5512459105263765,0.5933335934248285,0.6604826823902149,0.770563129455251,0.8806435765202867,0.9907240235853225,1.1008044706503588
13.159317792358403,0.0,29.011491975882016,0.10682020060226957,0.25767056235008867,0.4173225964919285,0.525384552815003,0.5615006746128628,0.631195489606868,0.7363947378746794,0.8415939861424906,0.946793234410302,1.0519924826781135
13.685690504052738,0.0,29.011491975882016,0.10682020060226957,0.25767056235008867,0.4173225964919285,0.525384552815003,0.5615006746128628,0.631195489606868,0.7363947378746794,0.8415939861424906,0.946793234410302,1.0519924826781135
14.23311812421485,0.0,29.011491975882016,0.1008007519285596,0.23788302230848254,0.3906371751349359,0.5089915089814498,0.558105875820194,0.6300454970761237,0.7350530799221442,0.8400606627681649,0.9450682456141857,1.0500758284602059
14.802442849183443,0.0,29.011491975882016,0.1008007519285596,0.23788302230848254,0.3906371751349359,0.5089915089814498,0.558105875820194,0.6300454970761237,0.7350530799221442,0.8400606627681649,0.9450682456141857,1.0500758284602059
15.394540563150782,0.0,29.011491975882016,0.0935039325892343,0.23504041250530128,0.3733495667466335,0.5128105256732762,0.5441145155760927,0.6191032941996747,0.7222871765662869,0.8254710589328995,0.9286549412995123,1.0318388236661244
16.010322185676817,0.0,29.011491975882016,0.0881290519521219,0.23020083458237992,0.3691013349400751,0.4988370313422849,0.529836950214999,0.5995263281806882,0.6994473828774695,0.7993684375742509,0.8992894922710324,0.9992105469678134
16.65073507310389,0.0,29.011491975882016,0.0881290519521219,0.23020083458237992,0.3691013349400751,0.4988370313422849,0.529836950214999,0.5995263281806882,0.6994473828774695,0.7993684375742509,0.8992894922710324,0.9992105469678134
17.316764476028045,0.0,29.011491975882016,0.08404799978713666,0.21738112255866154,0.3495874529051182,0.4882256296962433,0.5083879279397714,0.5796594112315046,0.6762693131034219,0.7728792149753393,0.8694891168472566,0.9660990187191743
18.009435055069165,0.0,29.011491975882016,0.08140492271095312,0.20794782888646818,0.3417251736060635,0.4725723268086535,0.49327533000437146,0.5630903187506486,0.6569387052090901,0.7507870916675315,0.844635478125973,0.9384838645844145
18.729812457271933,0.0,29.011491975882016,0.08140492271095312,0.20794782888646818,0.3417251736060635,0.4725723268086535,0.49327533000437146,0.5630903187506486,0.6569387052090901,0.7507870916675315,0.844635478125973,0.9384838645844145
19.47900495556281,0.0,29.011491975882016,0.07807241542939936,0.2044415733675777,0.3430461848876962,0.4738035173751148,0.49463389836944666,0.5594903606061333,0.6527387540404888,0.7459871474748442,0.8392355409091998,0.9324839343435559
20.258165153785328,0.0,29.011491975882016,0.07340733181117787,0.19337251431609745,0.3270911743897048,0.4490168834422172,0.47606207684513263,0.5398989804499625,0.6298821438582899,0.7198653072666168,0.8098484706749439,0.899831634083271
21.068491759936737,0.0,29.011491975882016,0.07424154777864836,0.19656222223035574,0.30474499411957523,0.4223578208845189,0.4452682532041066,0.5053904442446324,0.5896221849520712,0.67385392565951,0.7580856663669485,0.8423174070743873
21.911231430334208,0.0,29.011491975882016,0.07424154777864836,0.19656222223035574,0.30474499411957523,0.4223578208845189,0.4452682532041066,0.5053904442446324,0.5896221849520712,0.67385392565951,0.7580856663669485,0.8423174070743873
22.787680687547578,0.0,29.011491975882016,0.07483738667009726,0.19034197983608486,0.3011217445383332,0.41452467204200305,0.4608096820474843,0.5198104029319184,0.6064454700872381,0.6930805372425579,0.7797156043978778,0.8663506715531973
23.699187915049478,0.0,29.011491975882016,0.0725572519522936,0.18399415863933485,0.29417206819385094,0.40921205659837456,0.4481689806980981,0.5019912232068033,0.5856564270746037,0.6693216309424046,0.752986834810205,0.8366520386780053
24.647155431651463,0.0,29.011491975882016,0.07025287018193001,0.17742033194171267,0.2907968632165169,0.3970994724515815,0.4273206514005095,0.48249012132034075,0.5629051415403976,0.6433201617604543,0.723735181980511,0.8041502022005679
25.633041648917523,0.0,29.011491975882016,0.06928086592875682,0.1716863477979598,0.2836925352304049,0.38725889860073515,0.4098583150112224,0.46709936649691375,0.5449492609130661,0.6227991553292183,0.7006490497453706,0.778498944161523
