,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,298.24237312446303,330.77570645779633,44360098.00601823,301.229569945125,0.7264945648382862,70841448.51562029,59063049530.48291,0.4886152453507336
