,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,423.7949659814644,456.1427920684209,84600716.62011406,427.79157951199,0.895952450562653,6615890179.415012,1163788.5855794263,1.8137535614733213
