,ID,starter,input,condition
0,658981237,0.6020599913279624,0.17776811795760916,Sepw1-Cre_NP39-361483
1,728652601,0.6020599913279624,-0.7239017950251952,Scnn1a-Tg3-Cre;ROSA26-ZtTA;Ai133-385511
2,716515245,0.7781512503836436,-0.28811039521670984,Sim1-Cre_KJ18-381895
3,742982919,0.9542425094393249,-0.09344213446883581,Scnn1a-Tg3-Cre;ROSA26-ZtTA;Ai90-392886
4,658979743,1.1760912590556813,0.10945199726043917,Sepw1-Cre_NP39-361480
5,722879042,1.255272505103306,0.04339636192248628,Nr5a1-Cre-385128
6,660027849,1.3222192947339193,-0.033828024515779015,Ntsr1-Cre_GN220-363928
7,660759241,1.4471580313422192,0.3619719324854951,Tlx3-Cre_PL56;APP_PS1-362386
8,716774573,1.591064607026499,0.30025291457368536,Sim1-Cre_KJ18-381894
9,713926018,1.7403626894942439,-0.10286701439087932,Sst-IRES-Cre;Ai32-380117
10,658329576,1.792391689498254,0.5073612616058021,A930038C07Rik-Tg1-Cre-360388
11,681577169,1.863322860120456,0.11187901404618922,Vip-IRES-Cre-374498
12,658807523,2.0170333392987803,0.5258131243457337,A930038C07Rik-Tg1-Cre-360389
13,706775092,2.0969100130080562,0.38062439575844703,Ntsr1-Cre_GN220-381013
14,657506101,2.2695129442179165,0.4993004221266164,Cux2-IRES-Cre-358005
15,692649578,2.361727836017593,0.7046740588248414,Tlx3-Cre_PL56-378394
16,728653849,2.4183012913197452,0.5306024367606413,Pvalb-IRES-Cre;Ai32-384879
17,657424915,2.5550944485783194,0.775147012111648,Cux2-IRES-Cre-358004
18,722319491,2.6009728956867484,0.7509193636672735,Rbp4-Cre_KL100-384559
19,667485032,2.790988475088816,0.7561792948236421,Rbp4-Cre_KL100-368446
