,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-1026.7502852770447,-994.7121900389494,1.7632317188219422,-1016.6383711926617,0.9798653743821324,-0.03862295252518878,1.1155167178947039,1.3017545970863902
