,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,3382.8850160219745,3414.9231112600696,1424490386.383015,3392.9969301063575,0.8418063803697128,-0.006111935448988593,25.159836031753155,37.87934373522528
