,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,inputs,-984.6519477316018,-952.6138524935066,2.1446032072567407,-974.5400336472188,0.9746732627144826,-0.02709603527247382,1.055744883410764,1.366408005401794
