,PTLp,TEa,VIS,AUD,RSP,Thal,Thal_noLGd,Dist_ctx,VISp,VISpm,VISl,VISam,VISal,RSPagl,RSPd,RSPv,AM,LD,LP,LGd,ORB,ACA,MOs,CLA,input
0,0.7171406298604457,0.8049388621131007,0.4494754942110806,0.7786998028222893,0.4194521209079265,0.375255030278251,0.38957820636221835,0.701156592390134,0.44537766208089813,0.39094165793928787,0.628767251884667,0.5145946677474835,0.5384911502511951,0.472189705519982,0.4518363184743466,0.3762294492018017,0.5118474339881844,0.304225314486615,0.47692561621532326,0.35445934944790036,0.5716901380212147,0.687495720180318,0.7645797225215938,0.650242011966571,0.4676484268756564
1,0.5531656324552722,0.782323088521726,0.3544060730159652,0.735585629194369,0.33141749665637454,0.31846185586271375,0.45413735677814626,0.8580965333110756,0.5176301417161557,0.35265143232170415,0.3584269390754824,0.5627387612699029,0.3849989505499072,0.422009186803001,0.4173361302771327,0.5249193133958572,0.41714661541984116,0.29737217234771196,0.5516107501745559,0.5203884805241149,0.6727142850324009,0.5486656648650687,0.6145300497943706,0.7120195495954204,0.4938102332896499
2,0.7158840808425746,0.8145787544428715,0.44747550238085176,0.6843515642413991,0.5506594966255792,0.3669816785348329,0.4282191637183963,0.6300425027153418,0.26838491443378876,0.38647532989479055,0.6880763130668405,0.3897506674668283,0.6335621737908697,0.5802437087639319,0.41120035328757165,0.36182753723184796,0.4348434791822831,0.25473263598268775,0.5265308684757459,0.35167959209109223,0.6119491931932517,0.7415186052038567,0.5954138935826174,0.6210105982853805,0.49214458637157393
3,0.7282054929593531,0.8536515665625845,0.4550926323537795,0.7808686153507638,0.4109669375656189,0.3464966969509109,0.5165880514038552,0.8174446084582069,0.29549556492275797,0.4037187194666614,0.4705935586305038,0.8327099499768477,0.4254078673855391,0.413427769342153,0.39483237891425405,0.3234511001855117,0.7354435629098626,0.33922962935660983,0.32331489287096365,0.41456599351222134,0.6679546945435458,0.7042817996450194,0.7258948087021344,0.6770622870194746,0.5794073924986145
4,0.6391613574956294,0.7980777894828842,0.422721264695881,0.8546469869901305,0.4204094796828299,0.3417749142643951,0.3422221194702788,0.6438902797490371,0.39675814976063517,0.5084320094370787,0.714610348782132,0.5830928167901234,0.5487112468024337,0.6143008702957438,0.44246673124126523,0.2836364825372209,0.7025004044866394,0.36015451994313086,0.7198085457886968,0.34365306421944647,0.44323594935846955,0.6968755610936157,0.6398276629511185,0.6870650322893923,0.41643358464717495
5,0.6622656988257682,0.7255639776291405,0.40269174512952777,0.811249986952979,0.40692114050940253,0.3136595828795266,0.4767828753435789,0.7816317856754514,0.4073032911228692,0.46502581799082027,0.5807740267811268,0.4611102982497182,0.5523097798749682,0.5457839733775415,0.571390676223761,0.5607524439461794,0.41436334243350315,0.2585840967359785,0.48912803533445626,0.3270137183010261,0.6586234109170327,0.687040670002089,0.8405044741223237,0.5358209570226193,0.5535207191641938
6,0.7155760119650822,0.747876808936083,0.43071042423714256,0.9942012244641291,0.5356576880792552,0.3491074209906156,0.4184964656344083,0.6423126263986867,0.3505536815848267,0.314745811322241,0.6842433975756029,0.5592276888416905,0.47714508872843825,0.31160725297000247,0.5946665391161673,0.4641589440551211,0.2052954187430226,0.356034149875667,0.3764663877764702,0.3932713664596832,0.6371191325174186,0.6781580612864855,0.7788767753460867,0.7621283537430722,0.48777471589268995
7,0.6269357622741265,0.6877976163242524,0.4627729513470653,0.6665430935845315,0.32508556941834443,0.35143311906001196,0.32681713268701107,0.6983752965018932,0.5932834651748919,0.476418764303843,0.5074143156375632,0.3679522965310945,0.46842025120541353,0.4033570955971499,0.40207203740510267,0.25665756435986936,0.5010695129563681,0.3188593852295392,0.35321108698300707,0.3821418584475267,0.49308982496332465,0.7140263899610614,0.6924146014854284,0.6646350929179419,0.5103955824123646
8,0.5589690452852275,0.9417388546115137,0.37391287808568174,0.8246912875807235,0.4737297774150833,0.37245336172885635,0.2645992625853164,0.7008013445819269,0.4072848639953407,0.284415109925083,0.5773345957349775,0.5900845515307556,0.7037043822016967,0.36293894305971264,0.4032565163666202,0.2546809827782883,0.42873648166447237,0.29025073998206913,0.7049777066032514,0.3827350549275169,0.46875630562195464,0.7063430001640622,0.7481475022090691,0.6457576060126556,0.49895734108317524
9,0.8336193919650899,0.8321398015390435,0.4502303924946548,0.5642986081517584,0.4451186712948354,0.33371771541820283,0.14072773472824085,0.8647398841474864,0.43701624577376597,0.46198886447833776,0.5071208141488889,0.5359169083257413,0.6332956629988702,0.4705107737645423,0.5738392046605224,0.5004125416589789,0.6266965968566525,0.2712142044673588,0.6818942502710007,0.3193836825836899,0.803403301640541,0.7130279207044836,0.6960363987885838,0.5492056430867468,0.467583278344768
10,0.7077420484914934,0.9903747979660342,0.4141865218600749,0.8835033661558975,0.4852404439563559,0.4442254617219394,0.387451664466006,0.9096899851460779,0.43910900068529457,0.5385684574143281,0.7151044717108701,0.41352725321780076,0.561339270765453,0.5898366742098309,0.541167196098884,0.4261272063649175,0.6185202476025895,0.25727553439938156,0.508628259356093,0.37541814892336506,0.5061863118149661,0.7980022528006661,0.7575502173150604,0.5736443889903533,0.44070367662625803
11,0.8830222718059227,0.8907945396526556,0.5569903529573741,0.8604847106381954,0.5152198577977201,0.487507058949356,0.34256902945490436,0.762701544061599,0.43237736027847373,0.34252906252186077,0.6667209410534722,0.275815465377501,0.761354417669179,0.43503045755325065,0.3957606122648549,0.3731079659004346,0.7017866091455225,0.3514974330678612,0.5816576053172346,0.4136961835344281,0.6018296562723411,0.6020177092728219,0.7918711860582484,0.6880895562502468,0.4864074981384831
12,0.7369676183811489,0.7763263604130233,0.5156109804605887,0.6983320578298239,0.5345665578297161,0.38119456918608124,0.5011831818074954,0.6981588151013756,0.48764318916765986,0.3767227068973977,0.8186880082628583,0.6826437468836843,0.6314073104199867,0.4457332032834094,0.39359082664666,0.26473277563566644,0.7572818763635583,0.293851145060992,0.5540478362577413,0.38044767005626523,0.6680744806580377,0.7059580561098273,0.8012296784125337,0.5859904010666042,0.3891101682146709
13,0.6635763360626651,0.965973744490919,0.4833601653158451,0.8026256446726698,0.4161626820220691,0.4131256957511711,0.3018799788719032,0.7011411462837029,0.32235966251194603,0.4346027816907414,0.4270076927216696,0.629333061313899,0.583408399155767,0.6156204318967781,0.18965778078372864,0.4670662300806347,0.8596004642587487,0.33761836158440306,0.5176360101024031,0.3314707663269204,0.6019038877717081,0.7499963426038598,0.8177427301069289,0.48222932083517733,0.48069612326912126
14,0.6426821921852751,0.7538029748813334,0.39761265285739966,0.943266295507101,0.5242004924308148,0.4267644597260603,0.4429468165911843,0.8583789822035832,0.48525806761838175,0.4648421396042751,0.6450748858652429,0.2377260315921893,0.5509583393084949,0.413915803535492,0.42907756032502165,0.18979390691730186,0.30168968497374415,0.2737426777738473,0.3138990708752104,0.356751953582595,0.6171090174827422,0.6999475616565902,0.8541655594100059,0.5721815310079502,0.4686195405714064
15,0.7181462887959769,0.7289036936499502,0.4288540698668582,0.846345001921861,0.3093547865080285,0.41942946682499793,0.40368579398970905,0.8305396856653727,0.5361664386025986,0.4089016362058859,0.7089345370933642,0.608273295919044,0.6430829595334633,0.5815809387334779,0.4274440560482896,0.24635425749061735,0.39763800541335004,0.28216892607532573,0.6470803502959696,0.44558040361871065,0.5489208386507944,0.47981514083515975,0.8196436122804407,0.8180756519179981,0.41711932832762205
16,0.5276766212700331,0.7785465556706292,0.4484045333425755,0.5353455477917657,0.44049624505423846,0.500064932864732,0.42479683171614285,0.6964569180231457,0.500724864174385,0.2958592970022081,0.5797657494349868,0.4822605930586106,0.44640617629402046,0.4213656123594669,0.5755589733272869,0.36624160706915554,0.565317528450046,0.27025815596428543,0.5063634648919881,0.3632790058945641,0.5983667060651605,0.6631246612417249,0.7966056335601792,0.7637343344673573,0.4423071188698998
17,0.7905632264615547,0.8117990401586272,0.4803624202524628,0.6710395325169802,0.49306891387784224,0.36370341690388663,0.43708674956328736,0.8669801114013693,0.4782801470590933,0.3039082206771774,0.5851765331437655,0.3288472471737127,0.6821367741508889,0.3154530901849776,0.4021496813752484,0.4089261939220741,0.45349786214281584,0.32574993491598997,0.4108503681974383,0.3629565709632936,0.6859530674723602,0.7969166685932354,0.6859417703212253,0.6656787130885289,0.4195808752050273
