,PTLp,TEa,VIS,AUD,RSP,Thal,Thal_noLGd,Dist_ctx,VISp,VISpm,VISl,VISam,VISal,RSPagl,RSPd,RSPv,AM,LD,LP,LGd,ORB,ACA,MOs,CLA,input
0,1.3244795699100715,0.8515790115539639,2.8437235817723177,1.3464334476222004,2.505376696160103,2.574837906908764,2.3237679986712703,2.091514128103138,2.6206881904835995,1.956975802295259,1.5996507930034605,1.5501226099829797,1.5752050739754728,1.7481356412658897,1.977816319636112,2.2192944270183195,1.0953710391491287,2.013562305988731,1.7255414967152776,2.05170767369383,1.551469157018421,1.245066764292041,0.8808788667005386,0.5486098134967305,3.268936596133393
1,1.0907308600926189,1.087160432347133,2.8828123137664363,1.0644327574224888,2.4429522616425507,2.616110648876365,2.2382433478625794,2.025450525702948,2.765072328387673,1.7454785779973492,1.7762554061340798,1.6929278790756235,1.2551465896548533,1.885493226403835,2.0664760327149034,2.0393797893802104,1.0579853052046193,1.9816247484528966,1.7686509645879247,2.183023326578581,1.3938539564557186,1.0437081100051266,0.8979417147083889,0.43183927700627955,3.395982755520007
2,1.167588928368915,0.636407582070627,2.7955838513296296,1.211453753040111,2.444948102931605,2.6646774642419553,2.3025672442231606,2.0446423919549432,2.7324871403889497,1.994018967090241,1.5886387838795863,1.675811571646846,1.6148008891147456,1.9387209000908157,2.190154895952622,2.1868947987248775,1.3318970080548038,2.2038216487185984,1.6200662964526358,2.061191391991473,1.628302290038769,1.2801657821625392,1.018021720857129,0.5496995175009607,3.2514722446908197
3,1.3032267646159044,0.9017931116406608,2.782051536797702,1.3775026724529782,2.605061651952037,2.4420290202801045,2.4095467558249792,2.1062220691298403,2.5082699743343677,2.001974675552364,1.611863924442947,1.5111730814447675,1.7227530787088787,1.8350622823754053,1.8011949276976322,2.4365300071257288,0.9003708269438384,2.0459551211725824,1.4129833764205992,1.935882000445243,1.7216574493917685,1.2442557902127847,0.7959237605550723,0.4757811776725118,3.2270742640839565
4,1.2501971281091309,0.9210466295220123,2.933606955111896,1.405792046754918,2.6588806283500164,2.6706992877265536,2.4000469223047887,1.7636256832050408,2.672590682754112,1.7391903909922357,1.6276587711253112,1.8491809757716973,1.6642518372402997,1.6182655739866,1.8445810152766566,2.267655277390666,0.8210389332882484,1.9125499170622993,2.0547531583036376,1.956069578353248,1.7491529992603474,1.0940516180482243,0.9099261706282756,0.41232371312506166,3.405042748203318
5,1.5938281743729985,0.8859204566562925,3.0867481695822336,1.2264068528766632,2.6517175638198847,2.5576985316360163,2.564431310096097,2.0880602722225046,2.699568153200701,2.1673415701443233,1.7660961843504297,1.5254647445469014,1.6408949552121044,1.6085556598003945,2.030029878804457,1.8964609820263592,1.3710057847164556,1.978182061387155,1.626700624160206,2.0758717950911585,1.7029967640551553,1.0834459244973464,0.8514994372723401,0.4724666687796283,3.437096703822412
6,1.3171327285200713,0.9791454188294606,2.7108908564062246,1.2387699417358642,2.3612558987029697,2.767829544217684,2.4344245195702285,2.057523526135064,2.609278520755713,2.041298541970793,1.2017985699868325,1.5909805781453872,1.8096426819814142,1.6999467269828517,2.0615741837998307,2.22344326723549,1.0360209483911849,2.0430899338685666,1.9929677756178215,1.9281543392425187,1.4340759786785304,1.0624342661440669,1.063151127989085,0.6626809176436144,3.4586121289553917
7,1.4324748303924493,1.1473583062877921,2.754092628688473,1.451362004312062,2.3391575279529384,2.7044225048219492,2.1433478474440273,1.8790148841514105,2.7786561066380564,1.9637665180838402,1.6783680746505716,1.5666922320893242,1.4338415203180965,1.9137290200913117,1.9357570564880278,2.202414041879245,1.1012922758361028,1.8951417755566347,1.798648696315229,1.9941379357136948,1.7878945141871134,1.4131441276351997,0.8618027187475563,0.3427809818076435,3.308559879436457
8,1.1080354654792024,1.0616547939394307,2.867413316429804,1.472720611832655,2.409387858034802,2.4437085159595506,2.3025803497686392,2.088119138528471,2.7001201220958624,1.7887548409251433,1.5133466551865395,1.4904919042281322,1.6085856498175046,1.6517397983250988,1.7172707899043123,2.2384308337411305,0.983503605995894,1.9943087349389068,1.5703402988588273,2.202336455703185,1.3760489254677675,1.0924870496271821,0.8388250031527804,0.5894115030830622,3.325665829204986
9,0.9790529055491652,0.6996689869194055,2.5824051219459117,1.1977179802684572,2.4073538678428736,2.524919501275311,2.351074769040029,2.012688123115614,2.8559273810490335,2.0940012640788224,1.6003765810442667,1.5685277907658985,1.648007476221741,1.6526589796425133,2.148599753476613,2.161063758922483,1.0713868919958651,2.1251322108872017,1.8063593969099137,2.128416173695317,1.6190731520299284,1.1328939133995444,0.9612783535288868,0.8081895819453195,3.2251356835344547
10,1.5392605517665947,0.6893862001135118,2.8085343587684903,1.2854583948535767,2.7234097307405682,2.5697379108213063,2.252628530634052,1.8774315738743887,2.7299417635352663,2.02333130507183,1.5769550857340455,1.4325345180532243,1.534027634229417,1.609975273022327,1.7877483912024068,2.2356322321486246,1.033899162769086,1.9665905409481197,1.8226563086906467,2.092185299372851,1.3989799160138638,1.039619610007602,0.928093939118899,0.551178860526579,3.34325527964363
11,1.0741215400608264,0.8556365878539867,2.9495205549384527,1.2488663901263397,2.394409067360006,2.3666087673639025,2.3819586060083013,2.187090810823332,2.5962763660474177,2.2968452732389966,1.4098587855545122,1.5797111134503026,1.60185274158235,1.7840989478396678,1.6823553189921752,2.3125553313798033,1.090042664246103,1.8487853574668398,1.716165279786028,1.9139555244829025,1.1967683249819985,1.2511723485149062,0.8143526672535331,0.41632346997072545,3.129156462231718
12,1.4454858158838002,0.7054882371582466,2.856567983101419,1.3193443464173351,2.707985877967417,2.578783873632231,2.3454256246090113,2.017535836278011,2.763992619754967,1.7727344339798337,1.269382066826412,1.5722675008309608,1.640062686063018,1.8252040539528223,1.8643835620975016,2.3294959653430816,1.2129632792521643,2.131079916686709,1.0845476477594334,1.827079966206401,1.4921459782724955,1.3096170817142485,1.136928692748171,0.6510826795560929,3.462174995477531
13,1.3762561371079614,1.1552361535990527,3.0015354942935217,1.2150670803614478,2.1411898417989654,2.6037102662864995,2.2091008959182696,2.0165384562704944,2.49664414783623,1.8541958900811157,1.7571785390851804,1.4598513939310995,1.7275299940940794,1.6850542474456969,2.0905760183030773,2.3898549512315364,0.9630233260099483,2.0559088995245483,1.927571282695021,2.0855637140343077,1.6501298271063307,1.3148607483000403,0.7343281877569481,0.4477227258183988,3.1184885260556308
14,1.4051986882617693,0.7444515363503448,2.8996620993682045,1.448727050880243,2.269116895959717,2.5339824036277463,2.4166832331363923,2.175849950012425,2.5005074518813935,1.8271274609529775,1.7490318992235716,1.7097612359256915,1.4954109825350097,1.7213386907497903,1.8340084908701852,2.040704456619247,0.950436942674118,2.047391159077195,2.1373785415258144,1.905623715589649,1.7343070230274777,0.9786686270937436,0.9663214911268094,0.29066143184310966,3.2407818147866694
15,1.1861370300890453,0.8681677069920776,2.746548278628672,1.2535698477876998,2.4595062698692236,2.4349918823843986,2.499150088721464,1.8067175907398991,2.7213443088659552,1.9684942701509924,1.7191272543031346,1.376931711848525,1.6948957806542266,1.5911407765488945,1.7153951370935308,2.1515027505469524,1.327848433893291,2.2094995591996103,1.8149852795411134,2.332676334871597,1.6494319660404155,1.1471643631932362,1.1116306986055398,0.2317839189297921,3.4099738802086854
16,1.3970704497927482,0.639079821262536,2.853143229697091,1.467097617174648,2.3926982084615984,2.5036913922965867,2.1883179479514485,1.9979649691053174,2.527526420433804,1.799344671248042,1.6168639490937908,1.3170226754957506,1.8580749772791425,1.6867600490988006,2.0352917163771327,2.1601833930335106,1.4036780167885632,1.8700299230659683,1.7303479213339388,1.9544235761727835,1.6058384178060168,0.8895014575898532,0.6864649725279843,0.6903931949713342,3.32136432887282
17,1.3996984742771628,0.7802430821355903,2.8863029895623136,1.1523716331374465,2.880081448565525,2.4558891676947296,2.210464463368598,1.7015335651086836,2.6414279287763307,1.7279473883129968,1.4718601589189562,1.6775497490042661,1.6059192281108778,1.7178593251818723,2.151826193150496,2.4122807907830746,0.7153931732396155,2.0895369127244585,1.6051989690856945,2.2389884897459735,1.5353233046653127,1.345896686818132,0.9882017936295598,0.5224354294195487,3.384014645677401
18,1.5828831143239692,0.5462993161186533,2.7997896774882407,1.4704714127193954,2.6274144773310324,2.6204975377443755,2.3630225942850327,2.342602458199823,2.6607286080926174,2.078268774885829,1.496204324287345,1.821018161028904,1.6833326699930211,1.8928664902467363,1.8158730714986793,2.1242401504151704,0.8723287479362796,2.0786036097099823,1.8002534534627328,2.3046894341850472,1.2032822620726462,1.3534619314847303,0.8717966176199548,0.6471002798678738,3.3059687682740777
19,1.4601989782138367,0.7025968888271812,3.0334841011802145,1.410257396681729,2.510892337462419,2.6096148649706903,2.165655983326497,1.964107489912609,2.668592434108543,1.6552513096522419,1.6724998284909725,1.1211339442655006,1.3698364165910952,1.7607525025772355,2.0043216949912477,2.146828407807742,1.0943044311455015,1.8886038675400108,1.595832782241807,2.0927691386302634,1.612894401251506,1.1529639137966017,0.4940273701830753,0.5464285093028988,3.2338370378233114
20,1.155258687887749,1.0917275052103308,2.9995361435023415,1.5455671179954722,2.550232411198509,2.494506307462335,2.436722536874081,2.124799235612474,2.479040271034955,2.098869152816069,1.7202376318769474,1.6329636989523957,1.8884643052178571,1.945002911206985,2.0556494412161737,2.064722711683794,1.0902820453683222,2.012344355230472,1.895319920654567,1.8131859607531045,1.6570858744973098,1.2298693218989496,1.0051765040495706,0.3973911165811843,3.3330428725036065
21,1.076471062681209,0.9894026251737899,2.9351952120596145,1.2936944615106698,2.657431798723277,2.645450584334735,2.284232063196491,2.0212449602220963,2.79043368776464,1.9512470298967475,1.617714372261276,1.4767727900372078,1.4667848368361163,1.8495373700551663,2.201719609086739,2.3057887561982064,0.9957608459650511,1.9386242039449344,1.95593232407567,1.8060807676106805,1.428354323154945,1.3660485211541622,1.1412221208092734,0.8261997369647117,3.324310732199095
22,1.459572404322998,0.8059678458629886,2.8344039229886384,1.0225344124779723,2.4344974525445675,2.5766528061025777,2.4458060487641986,2.137700138038708,2.6443661343047724,2.173211327521998,1.1388316717513929,1.9872797219068044,1.6091782172247677,1.7280542889724604,1.9004015763610642,2.033008201190877,1.0698208918343486,1.9374174142877938,1.599389764059713,2.279545031089876,1.4458665511234725,1.0992207986687637,0.764663215205211,0.6482158305937822,3.282747994855564
