group,name,pre,input,target area,strain,starter,ratio_target_all,area,keep,PTLp,TEa,VIS,AUD,RSP,Thal,Thal_noLGd,Dist_ctx,VISp,VISpm,VISl,VISam,VISal,RSPagl,RSPd,RSPv,AM,LD,LP,LGd,ORB,ACA,MOs,CLA
10,BRAC2704_6c,2860,2729,V1,RETRO,2,1.0,PM/V1,1,0.027849028948332723,0.008427995602784902,0.44924880908757786,0.03371198241113961,0.1355807988274093,0.1392451447416636,0.041040674239648224,0.1330157566874313,0.2803224624404544,0.05643092707951631,0.0443385855624771,0.027116159765481863,0.041040674239648224,0.035910589959692193,0.03664345914254306,0.06302674972517405,0.008427995602784902,0.030047636496885306,0.002565042139978014,0.09820447050201539,0.021619640894100404,0.025283986808354707,0.015390252839868083,0.0007328691828508611
1,ERAD25_1a,2548,2451,V1,GLT,3,1.0,V1,1,0.002039983680130559,0.0016319869441044472,0.33047735618115054,0.0032639738882088943,0.15014279885760914,0.17829457364341086,0.10975112199102408,0.02529579763361893,0.2917176662586699,0.022439820481436147,0.0028559771521827824,0.004079967360261118,0.009383924928600572,0.026111791105671155,0.0346797225622195,0.08935128518971848,0.00448796409628723,0.06446348429212566,0.04079967360261118,0.06854345165238677,0.005711954304365565,0.00448796409628723,0.006119951040391677,0.002039983680130559
2,ERAD25_1b,9059,8418,PM,GLT,8,1.0,PM,1,0.030411023996198622,0.005702066999287242,0.332264195770967,0.021145165122356854,0.24091233071988596,0.21644095984794487,0.19351389878831077,0.11760513186029936,0.14670943216916132,0.08006652411499168,0.045616535994297935,0.03991446899501069,0.019957234497505347,0.04217153718222856,0.07959135186505108,0.11914944167260633,0.021026372059871703,0.04882394868139701,0.12366357804704205,0.022927061059634116,0.03706343549536707,0.014017581373247802,0.003920171062009979,0.005345687811831789
10,BRAC2704_6d,8465,7486,V1,RETRO,13,1.0,V1,1,0.03860539674058242,0.02564787603526583,0.224418915308576,0.03940689286668448,0.25166978359604597,0.09056906224953246,0.057306973016297086,0.19837029121025915,0.12530056104728826,0.02564787603526583,0.019369489714133048,0.028319529788939354,0.025781458722949506,0.05089500400748063,0.08041677798557308,0.12035800160299225,0.02177397809243922,0.02738445097515362,0.008148543948704248,0.03326208923323537,0.01830082821266364,0.050360673256745925,0.020438151215602458,0.0056104728827144
9,ERAE26_6e,7223,6860,PM,RBP,16,1.0,V1,1,0.02230320699708455,0.006997084548104956,0.4370262390670554,0.018950437317784258,0.2030612244897959,0.14431486880466474,0.11647230320699709,0.10962099125364431,0.2759475218658892,0.07798833819241982,0.024344023323615162,0.03250728862973761,0.026239067055393587,0.05014577259475218,0.080466472303207,0.07244897959183673,0.0037900874635568515,0.028717201166180758,0.08396501457725948,0.027842565597667637,0.0358600583090379,0.013556851311953352,0.007288629737609329,0.004664723032069971
3,ERAD26_3d,8882,8735,PM,GLT,17,1.0,V1,1,0.023239839725243273,0.008471665712650258,0.4567830566685747,0.025414997137950774,0.12157985117344018,0.17584430452203778,0.13600457927876358,0.09788208357183743,0.30406410990269034,0.07212364052661706,0.03377218088151116,0.019919862621637092,0.026903262736119062,0.01797366914710933,0.038122495706926156,0.0654836863194047,0.005838580423583286,0.044075558099599316,0.08609044075558099,0.039839725243274185,0.02346880366342301,0.009616485403548942,0.005266170578133944,0.0024041213508872354
4,ERAB23_1a,6119,5801,V1,TLX,18,1.0,V1,1,0.006205826581623858,0.004999138079641441,0.49491466988450267,0.012756421306671263,0.06447164282020341,0.22530598172728838,0.1113601103258059,0.05171522151353215,0.42613342527150494,0.0184450956731598,0.040855024995690395,0.003102913290811929,0.006378210653335632,0.008791587657300466,0.024478538183071885,0.031201516979831062,0.0003447681434235477,0.042234097569384586,0.06878124461299776,0.1139458714014825,0.01758317531460093,0.00586105843820031,0.0015514566454059645,0.0027581451473883815
4,ERAB13_1e,20927,19902,V1,TLX,25,1.0,V1,1,0.021555622550497436,0.016932971560647173,0.28605165310019093,0.057431413928248416,0.20445181388805145,0.18048437342980606,0.15179378956888756,0.18083609687468596,0.1519947743945332,0.024771379760828056,0.037785147221384784,0.03884031755602452,0.03266003416742036,0.03904130238167018,0.08129836197367099,0.08411214953271028,0.009948748869460356,0.03733293136368204,0.10451210933574515,0.028690583860918502,0.052004823635815496,0.011355642648980003,0.01100391920410009,0.010551703346397347
5,ERAB23_1b,7785,7373,PM,TLX,63,1.0,PM,1,0.009765360097653601,0.009900990099009901,0.3430082734300827,0.0273972602739726,0.21538044215380442,0.20005425200054253,0.19327275193272753,0.10782585107825851,0.13644378136443783,0.09344907093449072,0.049369320493693206,0.041909670419096705,0.021836430218364303,0.034450020344500204,0.073240200732402,0.10769022107690221,0.016139970161399703,0.05303133053031331,0.12410145124101452,0.006781500067815,0.036755730367557304,0.015461820154618201,0.0033907500339075,0.0051539400515394004
10,ERAA10_4h,8343,7708,V1,RETRO,100,1.0,V1,1,0.050596782563570315,0.022184743124026986,0.23845355474831345,0.04657498702646601,0.1580176440062273,0.14504411001556825,0.09807991696938247,0.2128956927867151,0.13233004670472237,0.02361183186299948,0.01907109496626881,0.03009859885832901,0.033341982355993775,0.04475869226777374,0.05163466528282304,0.06162428645563051,0.012714063310845874,0.0452776336274001,0.04008822003113648,0.04696419304618578,0.02542812662169175,0.036455630513751947,0.01842241826673586,0.013233004670472236
